	CH573701	CH573801	CH573901	CH574001	CH574101	CH574401	CH574601	CH574801	CH575001	CH575101	CH575201	CH575301	CH575401	CH576201	CH576301	CH576401	CH576501	CH576601	CH576701	CH576711
ENSG00000009694	597	107	173	92	22	957	1059	200	2244	8122	87	929	1465	1350	334	107	89	2715	1077	854
ENSG00000009709	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000009724	17	33	30	34	3	65	122	37	40	56	79	23	72	69	32	35	40	41	29	144
ENSG00000009765	659	43	92	55	67	102	62	63	80	75	5	216	19	52	22	27	22	86	174	114
ENSG00000009780	434	588	569	335	284	863	665	443	312	446	659	482	1289	525	629	301	643	683	516	1295
ENSG00000009790	39	237	133	93	21	171	85	58	195	689	68	58	548	227	80	49	47	263	34	300
ENSG00000009830	997	1067	1225	460	401	1779	1258	922	646	897	1566	829	1958	1023	679	520	1298	1432	882	1590
ENSG00000009844	2021	2885	2342	1479	1811	3017	2723	2409	1736	2117	3675	1918	3954	2414	1880	1182	2669	2877	2322	3509
ENSG00000009950	149	120	28	58	44	90	44	16	4	8	53	20	160	31	57	13	35	30	15	225
ENSG00000009954	4747	6061	6398	3473	3501	9798	7888	6975	5552	8299	8914	5987	10614	6685	5565	3794	7097	7042	5110	7842
ENSG00000010030	41	147	113	93	6	208	58	134	164	226	35	426	1647	108	59	46	34	162	51	349
ENSG00000010072	234	652	494	314	337	615	589	400	335	371	777	510	792	429	436	139	433	650	427	723
ENSG00000010165	2343	2578	2103	1217	1522	3513	2780	2263	1429	1325	2395	1797	3889	2195	1290	1121	2341	2033	2088	2808
ENSG00000010219	1036	974	796	625	842	701	1062	828	629	373	781	580	841	601	664	451	1105	684	1204	1471
ENSG00000010244	5501	9003	6396	4372	5598	12711	8665	5947	5488	7122	10460	8614	15723	7221	5893	3802	8840	8336	6822	10874
ENSG00000010256	7905	7429	6215	5291	6777	16023	8464	5464	4752	4751	9525	2431	19539	5206	4610	3032	8567	8674	8671	11807
ENSG00000010270	3602	3542	3010	2139	3107	5413	3535	3135	3852	9863	6414	3106	11732	3035	2581	1677	4707	3568	4106	5231
ENSG00000010278	32344	33720	17636	17818	36808	34372	39737	31852	17863	9646	13279	28371	51247	20716	27387	11600	23567	17282	44382	62558
ENSG00000010282	15	1	0	7	0	3	1	0	0	1	1	4	0	5	10	0	1	1	3	11
ENSG00000010292	1981	3075	2383	1701	2217	2858	3324	2407	2015	3855	4452	1923	7995	2635	1881	1292	3391	1392	1676	4303
ENSG00000010295	105	385	247	107	52	284	202	114	111	311	160	85	668	235	227	54	177	167	104	625
ENSG00000010310	8	14	6	10	2	32	31	8	0	9	6	7	18	14	17	6	10	36	0	201
ENSG00000010318	220	307	240	85	141	529	261	159	108	137	287	99	291	116	186	129	229	221	210	386
ENSG00000010319	340	445	1476	183	289	1046	282	406	209	365	617	97	2058	1096	356	298	495	700	565	893
ENSG00000010322	9297	10858	9998	5893	5167	20067	12212	7697	6916	4617	16209	4553	16131	6727	8116	4652	11977	7954	9158	15063
ENSG00000010327	623	6315	1416	498	400	2887	834	613	878	2318	1515	861	5592	1287	1136	423	1067	1328	426	2795
ENSG00000010361	660	1074	892	777	233	1219	878	775	497	597	1040	339	1199	419	473	314	871	444	527	1174
ENSG00000010379	77	19	14	18	1	9	13	7	2	3	1	5	8	5	10	4	3	0	12	66
ENSG00000010404	6135	7888	7067	3646	3997	8769	6386	4582	3681	5942	7426	6151	10460	6190	8531	3572	7914	6977	6210	13480
ENSG00000010438	12	9	1	11	0	91	0	1	2	1	2	8	672	3	8	0	7	10	2	8
ENSG00000010539	360	608	370	337	236	801	514	389	382	653	701	383	1336	555	372	176	751	634	421	647
ENSG00000010610	682	3614	1524	664	420	1909	553	619	1158	3529	1018	952	5463	1718	1027	435	504	1375	469	1458
ENSG00000010626	408	397	167	183	301	450	423	328	252	106	187	221	442	190	270	103	306	206	387	795
ENSG00000010671	61	420	116	54	37	236	46	58	171	654	92	91	473	236	101	29	66	175	49	249
ENSG00000010704	1532	4037	4285	3213	705	4296	2460	2432	2428	2412	1415	5843	14054	2737	1853	845	1181	3107	1400	3088
ENSG00000010803	3739	5303	5797	3026	3673	9806	5213	4698	3531	3539	5691	5723	7232	4114	3326	2409	5677	4694	5129	6508
ENSG00000010810	1021	687	477	360	1038	792	303	237	510	1445	1343	212	2020	578	549	235	267	539	271	1120
ENSG00000010818	1881	2572	1669	1306	1165	1795	3048	1976	2147	3027	3216	2389	1944	2887	2149	1301	2842	2822	2451	3581
ENSG00000010932	20	8	74	8	7	16	17	3	23	80	11	3	43	17	20	8	4	14	12	33
ENSG00000011007	4442	4468	3644	2286	3554	8443	5106	4770	3817	4928	5473	3986	7442	4870	3388	2084	4706	4767	5650	4962
ENSG00000011009	5882	3670	2849	2475	4853	12999	4424	3609	2662	2154	3918	2236	9847	2704	1900	1641	4103	3648	3750	5115
ENSG00000011021	669	1042	1215	863	390	1762	1581	1110	879	914	1270	1078	1678	1002	1067	478	1161	827	1226	2306
ENSG00000011028	2948	4405	4667	1339	684	3272	2071	1822	1123	1852	2169	1233	4239	2670	4443	1074	1518	2372	1444	6390
ENSG00000011083	0	7	1	1	0	22	2	2	1	2	0	6	6	0	1	0	0	0	0	11
ENSG00000011105	7042	6744	4306	3271	6099	9515	6680	4801	2245	1722	3325	3813	12979	4082	4429	2563	5934	4007	4391	8109
ENSG00000011114	1918	2868	2691	1302	1258	3241	3608	2504	2119	2614	4084	2534	3176	2106	2456	1604	3049	3154	2362	3620
ENSG00000011132	744	804	564	398	609	1366	719	509	412	522	525	565	1763	456	313	240	547	617	506	812
ENSG00000011143	581	732	700	363	782	1468	940	546	499	404	1018	574	1665	627	503	340	935	935	529	1287
ENSG00000011198	1515	1982	1253	601	1237	2199	1355	1227	937	1082	1952	627	2220	1327	1363	569	1758	1979	1584	2163
ENSG00000011201	2030	999	673	659	740	1850	1746	794	379	506	446	607	1668	751	1015	458	2465	1818	858	1974
ENSG00000011243	1737	2311	1375	1334	1405	4561	2405	1497	1370	1951	2489	1846	6098	1616	1508	729	1832	2435	1690	3282
ENSG00000011258	819	1930	1769	1385	866	2072	2604	1701	1309	1442	2575	2320	2623	2058	1136	1034	2960	1768	1101	2739
ENSG00000011260	1591	2023	1739	1346	1551	2904	1995	1519	1358	1474	2366	1726	3610	1686	1482	1029	2053	1981	1778	2078
ENSG00000011275	3076	3469	3299	1517	2016	5465	3716	2682	2085	2432	3908	2363	5423	2776	2685	1646	3533	3621	2804	5189
ENSG00000011295	4008	3788	4596	3521	4268	7543	5174	3380	2763	5064	5943	3587	4755	2540	3161	1400	5833	4438	4683	5855
ENSG00000011304	10366	12665	11180	6944	9194	25062	13373	9255	8279	11445	15682	12469	29933	9570	7703	5652	12252	12485	11546	16835
ENSG00000011332	3	3	5	9	6	12	8	4	2	3	19	8	29	5	9	6	5	7	8	0
ENSG00000011347	28852	15499	6969	8824	4832	38861	21585	22266	8940	9152	3607	12090	30787	12003	12171	10424	21733	26163	24263	21287
ENSG00000011376	2375	1867	1749	1035	2451	3671	2590	2189	1393	2352	2458	1026	4460	1795	1679	1093	2151	2422	1950	2212
ENSG00000011405	3884	6202	6050	3457	2475	6901	6338	5608	3798	4994	8452	6317	8377	5495	5039	3383	8413	6240	4440	6936
ENSG00000011422	262	2560	425	91	107	1694	233	113	313	394	383	568	809	706	1668	190	302	668	354	3094
ENSG00000011426	123	215	187	140	64	252	213	292	431	1304	754	129	1979	310	70	80	142	220	119	340
ENSG00000011451	2709	3590	3058	2223	2233	6583	3752	2735	2415	3574	5366	2959	8348	2850	2132	1619	4021	3551	3099	4275
ENSG00000011454	3521	4810	4603	2267	3323	7577	6275	4157	2884	3798	4823	8632	6393	4793	4588	2498	6136	6322	3922	7909
ENSG00000011465	1813	16441	16539	4255	1946	5502	3754	4134	3916	7473	4421	2499	8001	8895	19311	2587	5547	6995	8324	11190
ENSG00000011478	1583	1160	1182	803	457	2918	1380	956	579	394	994	589	4702	761	606	602	1424	1159	1602	1141
ENSG00000011485	3067	2797	2190	1747	1076	5861	3022	2319	1569	1329	4110	2587	5943	1963	1677	1150	3326	3082	3075	3704
ENSG00000011566	1658	3294	3297	2065	1720	3928	3095	2367	2035	2242	4049	2271	4151	3765	1855	1449	5649	3508	1944	3160
ENSG00000011590	4	22	8	14	10	22	11	6	28	85	44	10	55	10	5	5	14	14	22	49
ENSG00000011600	450	2069	664	299	272	1286	349	238	391	900	515	478	2666	618	440	196	316	599	294	1163
ENSG00000011638	3240	2366	1476	1341	2056	2263	2584	1971	2027	1500	941	3165	3642	2153	1837	549	1891	2825	2318	4682
ENSG00000011677	0	0	0	0	0	1	1	1	0	0	0	1	0	5	1	0	0	4	0	19
ENSG00000012048	236	404	392	81	159	531	421	417	315	832	770	390	1255	352	229	183	477	305	207	579
ENSG00000012061	3736	2838	2808	2238	1103	4211	3046	2550	1306	974	3396	1808	5527	1774	1764	1649	4250	2708	3711	4208
ENSG00000012124	228	231	58	67	35	109	64	73	323	1116	36	87	343	201	143	29	103	167	26	87
ENSG00000012171	471	483	473	213	134	1039	573	290	217	386	294	195	1141	522	1242	172	330	545	545	2002
ENSG00000012174	2475	2061	2428	1124	1776	3240	2386	2377	1583	1272	3188	2124	2614	2137	1715	942	2760	3156	3836	2963
ENSG00000012211	313	388	349	184	165	575	403	379	298	259	302	269	676	231	181	107	219	446	370	790
ENSG00000012223	5075	768970	1838	29842	643	15477	62798	5782	25074	1226	73	12357	79760	162040	15594	25918	27716	74432	113	12927
ENSG00000012232	2744	3395	1677	1190	1631	3062	2917	2185	1306	1031	2055	1306	2959	3425	2718	1057	1960	1419	2129	4325
ENSG00000012504	5	1	0	11	2	3	0	0	2	0	3	4	0	2	3	1	0	1	1	5
ENSG00000012660	22596	21676	17339	10230	40572	45457	31328	23489	21074	8154	18645	24882	24430	13689	24828	9924	30405	17147	27602	16256
ENSG00000012779	1626	1508	1149	894	686	2632	2501	629	374	585	252	1961	5695	948	530	1007	904	1347	459	4067
ENSG00000012817	1721	3977	3099	1746	2687	6205	4186	2915	1845	1442	4258	3609	5539	2846	2955	1361	5035	4773	2381	6078
ENSG00000012822	4885	8970	5532	3414	2310	8030	5992	5054	3147	2882	4610	4525	7445	4839	5376	2163	6022	4720	5322	9822
ENSG00000012963	2626	2889	2602	1926	1917	4014	3150	3029	1779	2621	4041	2070	4431	1853	2346	1398	3325	3097	3572	3333
ENSG00000012983	1409	2800	2632	1567	1457	2972	2867	1787	1243	1694	3819	2255	3227	2419	2226	1257	2486	2614	1763	4524
ENSG00000013016	624	1143	835	484	1674	1369	920	678	598	385	1143	697	2498	981	1168	483	897	1149	402	1221
ENSG00000013275	4465	4124	3178	2520	4394	9150	4313	3387	2434	1763	4994	3054	10034	2922	3097	1549	5119	4672	4283	5142
ENSG00000013288	8859	6757	6214	3110	3631	10775	5743	5435	4515	1830	3315	1915	6463	3364	3872	1838	3884	6594	7324	5859
ENSG00000013293	4	8	6	2	1	3	10	16	6	8	7	0	2	5	15	3	4	6	5	23
ENSG00000013297	89	912	779	235	105	357	706	400	177	179	206	104	316	391	421	212	294	403	350	1805
ENSG00000013306	11962	7044	3524	3558	7035	10204	8142	7820	4049	5513	5343	4448	25330	6023	4598	3805	10795	9991	11805	7810
ENSG00000013364	2984	6846	5498	2297	1121	5888	3837	2990	1947	2369	4430	2518	11454	3623	4355	1433	2930	4590	1876	9578
ENSG00000013374	3729	5212	4390	2555	3466	6787	4687	4102	3237	4772	4722	5252	9354	4338	3404	2067	4227	5404	4245	6714
ENSG00000013375	4047	6228	6027	1818	3787	8326	6138	6158	3354	3710	2846	5069	4711	3700	4358	2789	6032	3553	4609	5169
ENSG00000013392	1401	1615	1363	857	1457	3099	2254	1992	1023	869	1201	1204	1273	1225	1311	782	1517	1259	1416	1569
ENSG00000013503	1047	963	795	572	787	1230	1076	1091	923	671	1575	802	1419	1365	783	464	1194	1246	1138	1026
ENSG00000013523	1545	1823	1670	968	1132	3047	1735	1460	1546	1410	3036	1655	2899	1308	1132	971	1483	1866	1384	1892
ENSG00000013561	4155	3775	3650	2299	3066	7241	4068	3726	2612	1795	6639	3196	5379	3186	3633	1637	4631	3689	4135	4998
ENSG00000013563	1630	1317	1169	987	1167	3392	1364	1090	713	792	2322	1153	3023	934	958	616	1699	2030	1800	1901
ENSG00000013573	408	791	1053	499	377	1595	371	693	946	917	1351	298	1746	642	876	294	789	486	577	1542
ENSG00000013583	2351	3314	2690	2019	2111	2786	2785	2433	1730	1634	1298	1649	5022	2411	1843	1473	2520	1237	1988	3141
ENSG00000013588	669	2634	1298	318	608	1904	897	468	659	632	210	2757	1875	2156	1765	573	696	1536	625	13877
ENSG00000013619	369	276	231	59	81	238	250	131	87	130	134	60	283	266	348	81	108	145	224	638
ENSG00000013725	69	267	174	129	56	327	106	100	280	961	104	177	1006	341	104	101	21	332	38	286
ENSG00000013810	367	530	361	364	259	1160	425	387	629	1777	1235	180	2197	405	176	153	295	534	257	452
ENSG00000014123	4254	4984	4803	1655	3833	6435	5272	3985	3109	2849	6189	3643	2761	3761	3432	1940	5651	3490	2946	5397
ENSG00000014138	419	614	578	355	361	606	636	405	408	736	702	394	1475	558	419	231	663	622	516	1026
ENSG00000014164	1077	1438	1635	733	1011	2292	1277	1025	1119	1982	1242	1451	4219	1043	598	523	1192	1329	622	1471
ENSG00000014216	7415	11534	7750	6319	4682	17919	11668	7236	5781	6928	10099	5800	20913	6503	9370	3527	8091	11487	6899	23259
ENSG00000014257	938894	480901	86462	132099	1135518	581447	572057	596326	47200	7428	168487	78473	165241	169580	309908	33894	93724	408649	801512	757507
ENSG00000014641	6187	7051	5515	4980	5859	9460	7037	6606	3687	3184	7914	3319	9813	5168	5337	2802	7714	6778	7104	8513
ENSG00000014824	6913	6275	5814	4356	5662	9168	7243	6233	4621	6701	10995	3162	7829	4812	5071	3127	8283	8440	8290	7538
ENSG00000014914	122	258	178	65	100	318	210	91	78	178	295	77	350	209	342	63	168	130	123	599
ENSG00000014919	1894	3670	3303	2651	1466	2821	4144	3888	1930	2248	4802	2443	5564	2905	2462	1579	3913	3477	3816	4257
ENSG00000015133	3884	4512	5265	2758	2097	13105	6266	3803	2778	3526	3801	4712	13466	2429	2170	2873	5771	5042	2229	4776
ENSG00000015153	538	991	769	466	440	782	764	630	425	410	1016	667	909	711	645	376	728	664	723	1130
ENSG00000015171	5755	7724	6767	4296	5213	11598	8973	6767	3911	3424	10969	6250	9115	5669	7180	3583	11320	9325	6666	10753
ENSG00000015285	132	615	228	147	78	363	147	91	249	735	156	153	853	303	161	63	112	294	86	398
ENSG00000015413	2501	2979	2173	1537	1976	4266	3471	2406	1813	1957	3093	2109	3154	2318	1913	1136	2825	3096	2276	4499
ENSG00000015475	1000	1380	744	754	630	2209	928	848	586	366	1239	461	1595	699	660	402	1117	823	474	1476
ENSG00000015479	32	69	56	94	8	39	147	81	58	92	198	119	220	100	26	50	33	34	119	46
ENSG00000015520	7	6	6	10	3	8	9	10	4	2	0	11	9	16	4	2	4	10	12	15
ENSG00000015532	4019	3001	2323	1643	3391	5238	3662	2470	1410	1045	2033	1791	6301	2368	1732	1179	2851	3114	2604	4221
ENSG00000015592	0	1	4	0	0	0	0	0	3	7	5	1	2	2	3	1	1	1	0	1
ENSG00000015676	5668	5622	5041	3425	4448	10014	6582	5002	3501	3922	6815	4703	12977	6374	5179	2761	5627	6288	6061	9932
ENSG00000016082	78	261	398	201	76	220	472	214	82	24	80	39	154	368	262	131	210	312	122	958
ENSG00000016391	2732	4174	3473	2015	1003	4005	2218	3762	2116	743	2621	1385	2966	2673	1353	1022	1575	2451	4587	2236
ENSG00000016402	1768	2869	2313	1068	3365	5657	2554	2413	1340	426	265	981	733	1734	1551	1305	1372	2661	2527	3594
ENSG00000016490	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2
ENSG00000016602	7	120	4	12	8	143	252	29	10	2	0	25	38	36	174	15	13	219	1	4406
ENSG00000016864	2970	3100	3196	2196	2947	5194	3755	2665	1671	2220	2758	1415	4784	2380	1943	1717	3390	3383	3106	3582
ENSG00000017260	23419	30670	19336	9882	20738	40895	31651	39886	27222	14853	14222	17590	31497	13023	25852	9500	25555	26061	15582	27198
ENSG00000017373	677	455	269	155	242	596	785	221	167	253	687	633	976	69	125	135	694	559	315	361
ENSG00000017427	349	2769	2417	280	219	873	2140	2756	845	1307	23937	661	1052	2135	2918	665	1425	1289	1693	3304
ENSG00000017483	209	197	40	32	8	45	166	85	50	108	1213	35	333	88	85	72	52	80	65	282
ENSG00000017621	313	399	82	218	607	929	341	149	70	68	135	103	441	135	164	116	154	324	178	332
ENSG00000018189	908	1963	1264	852	785	1907	2314	1650	1285	1663	2164	1811	2972	1670	1722	791	1461	1679	1431	3235
ENSG00000018236	98	1089	748	226	72	420	756	566	206	146	173	270	440	1186	1810	325	568	469	176	1413
ENSG00000018280	149	335	94	75	234	438	169	153	88	55	131	146	221	85	142	27	150	248	87	267
ENSG00000018408	624	1800	1762	356	478	1207	1283	758	464	995	990	910	1954	1493	1527	538	965	1060	906	2214
ENSG00000018510	753	1808	665	298	1796	1221	1565	895	598	794	1541	1081	1299	928	1246	655	427	1607	774	2323
ENSG00000018610	285	444	432	307	217	809	641	396	350	393	493	445	916	476	443	252	471	641	401	848
ENSG00000018625	291	1525	1268	295	147	1688	2384	923	327	187	623	228	2000	3758	2155	707	1548	772	1327	6568
ENSG00000018699	1070	1497	1474	876	1132	1767	1230	939	887	1105	1673	1157	1900	1217	740	715	1527	1438	955	1705
ENSG00000018869	265	184	329	80	184	379	220	230	139	175	397	265	274	175	155	142	262	261	281	221
ENSG00000019102	255	2941	347	232	866	637	1539	1457	326	565	6	103	876	722	3127	227	454	1083	187	4950
ENSG00000019144	1319	3078	2749	1053	917	5002	2000	1259	990	1434	2434	1371	5956	2007	2885	843	1349	1707	1312	4388
ENSG00000019169	22	63	5	3	3	40	7	6	3	1	7	18	58	11	34	5	57	24	0	24
ENSG00000019186	17	137	2	27	15	128	58	13	16	1	3	232	106	277	208	43	21	137	1	489
ENSG00000019485	44	73	70	39	10	119	88	64	37	61	92	63	104	62	82	37	48	79	45	198
ENSG00000019505	408	239	3018	1728	858	9793	1456	230	72	55	1123	585	1812	223	731	374	617	534	55	955
ENSG00000019549	61	531	323	152	92	553	505	316	99	149	188	115	423	317	920	110	197	305	176	2476
ENSG00000019582	24341	119733	56215	23614	12938	65528	25987	29930	37993	86817	23065	31894	192260	58960	28344	19040	18993	39568	16449	65607
ENSG00000019995	2388	3357	3247	1685	2049	4426	3801	2695	2196	2603	3886	3266	3572	3173	2772	1549	3777	3161	2840	4703
ENSG00000020129	3625	3680	2574	2054	2168	6502	2502	3149	2277	2661	3654	3038	5731	2132	2040	1183	2591	3493	5608	2467
ENSG00000020181	1387	7820	6430	1673	1017	6389	5903	3230	1703	1635	3082	1353	6860	6266	7649	2578	3547	3164	4292	16944
ENSG00000020256	1469	1188	1135	678	860	1902	1327	1003	754	870	1535	1106	2555	1155	637	518	1693	1416	1041	1560
ENSG00000020426	489	748	517	523	544	950	648	512	389	402	644	739	1058	593	547	332	802	751	552	787
ENSG00000020577	553	857	722	812	367	1056	808	545	430	603	1017	463	1229	1184	1379	419	629	603	628	2119
ENSG00000020633	117	1068	342	217	250	601	324	146	448	1316	999	235	1357	617	281	187	119	516	156	904
ENSG00000020922	803	1730	1564	813	607	1421	1522	1239	1155	1992	2064	1486	1839	1425	1275	688	1669	1554	1175	2250
ENSG00000021300	3425	2203	2691	3396	2954	3673	1568	2781	866	430	4548	1462	2872	494	2384	1114	2037	5387	2061	1007
ENSG00000021355	459	1378	537	243	133	1041	607	341	409	797	288	464	1325	988	1545	303	497	699	289	6431
ENSG00000021461	0	2	3	0	2	2	8	2	1	1	3	11	2	1	18	0	5	4	2	18
ENSG00000021488	3	4	2	1	3	4	17	7	7	1	3	12	25	4	8	1	1	13	6	10
ENSG00000021574	1462	1774	1698	960	1274	2466	2027	1690	1229	1529	3164	2043	2771	1759	1629	997	2519	2417	1425	2045
ENSG00000021645	176	304	122	134	113	452	308	377	106	155	184	223	985	635	588	106	329	378	237	1183
ENSG00000021762	2724	3696	3426	2084	2128	4239	2946	2735	1333	531	4504	2044	7517	1490	1030	1348	2906	3186	3358	4324
ENSG00000021776	2251	3483	3182	1409	1958	4168	3260	2782	1857	2544	4237	3021	5019	2683	2470	1563	3625	3134	2645	3763
ENSG00000021826	21	56	20	66	49	26	26	13	14	17	21	12	40	32	41	9	13	26	14	180
ENSG00000021852	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022267	2863	6839	5466	1903	705	3956	5119	3349	1235	1823	6222	1014	7385	11552	14197	1981	7026	2897	6200	15033
ENSG00000022277	4868	5177	3762	3321	4036	8137	5519	4207	2526	2502	4724	3082	8205	4652	4043	2054	5164	5167	4701	8119
ENSG00000022355	0	3	1	5	0	2	3	87	1	1	0	0	1	1	17	1	0	0	65	0
ENSG00000022556	6	213	0	110	2	149	2508	1797	947	16	3304	18	4657	227	496	1070	124	6	2020	3204
ENSG00000022567	1834	1500	1901	708	614	2120	2108	1293	1029	1658	859	1305	3500	1239	1134	724	1433	1307	1084	2781
ENSG00000022840	11098	11749	9498	6548	10307	22831	12104	10192	6463	6260	11581	7923	18613	9942	8017	4437	13480	14555	13561	14149
ENSG00000022976	831	835	763	581	778	1309	1049	758	556	614	949	609	1308	757	563	344	991	970	815	1401
ENSG00000023041	1790	2826	2548	1486	1085	3935	2959	2520	1415	1800	1843	2000	3353	2079	1608	920	3311	1911	2622	3412
ENSG00000023171	17	68	50	9	59	40	56	12	48	50	92	29	43	18	11	10	13	30	7	62
ENSG00000023228	3252	5166	4397	2764	2979	7770	4902	4090	2658	4466	6556	3973	10681	5157	3563	1975	5965	6113	4881	5187
ENSG00000023287	2656	6307	9074	2126	1890	4627	5127	4972	5047	8042	5678	6348	5998	5847	4645	2440	6941	4700	5187	6183
ENSG00000023318	5590	7014	5758	3677	6503	10624	6371	5528	4784	3873	4812	5415	10404	4608	4847	2435	4489	5213	9212	6012
ENSG00000023330	3501	3803	2475	1240	2126	6045	3044	2843	2052	2093	2733	1781	4647	2321	4817	873	2749	3843	4231	6310
ENSG00000023445	475	3440	1013	644	361	880	751	785	1606	2192	367	1588	2615	2481	1280	529	565	1924	540	1549
ENSG00000023516	2019	4959	5280	1231	1433	4957	4992	3305	2764	3751	4633	5611	3485	4032	4326	1843	4234	6423	3736	6434
ENSG00000023572	748	572	482	400	413	852	795	922	458	420	391	492	1088	485	640	213	417	885	1089	758
ENSG00000023608	547	858	517	343	387	802	590	505	526	358	694	710	849	852	724	231	748	782	513	1260
ENSG00000023697	682	1121	657	703	554	896	943	536	491	296	1148	540	653	711	740	242	898	486	684	1730
ENSG00000023839	13	16	20	6	4	15	33	23	12	6	18	67	15	30	6	11	19	20	17	61
ENSG00000023892	1368	1663	1197	628	498	1111	1719	1211	738	850	1058	489	2360	1156	994	670	611	1358	1790	2778
ENSG00000023902	624	2731	1435	688	535	2614	1538	628	882	1558	1538	1308	2929	1918	1529	610	1437	961	897	4229
ENSG00000023909	701	824	812	411	360	967	754	720	536	878	794	563	1086	670	824	301	848	884	690	1268
ENSG00000024048	1601	2968	2804	1012	1244	2994	2621	2413	1561	2116	3072	2901	3525	2392	2074	1253	2520	3079	1999	3564
ENSG00000024422	1551	3737	3157	957	798	4508	3186	1469	938	1629	3009	718	8137	3277	4264	1014	2140	1601	2499	10815
ENSG00000024526	994	148	263	305	68	155	322	166	220	688	682	62	930	187	24	111	225	211	244	209
ENSG00000024862	1754	2102	1429	817	1186	2166	2012	1957	751	831	788	625	1537	1112	1300	452	1519	1541	1449	2234
ENSG00000025039	1226	2413	3327	1028	2043	3190	3090	1509	963	861	3540	856	1137	1537	1286	1503	5346	2117	1042	2847
ENSG00000025156	612	810	870	572	770	1114	985	661	565	793	1395	689	765	852	678	400	1254	613	802	1487
ENSG00000025293	2888	3039	3867	1635	2105	5506	3649	3416	2046	2848	4425	3269	4808	3238	2249	1863	4518	3984	3044	3638
ENSG00000025423	4840	5522	1079	201	272	1194	2919	8325	1319	110	1420	249	1242	1220	4409	238	933	507	535	3092
ENSG00000025434	790	1172	874	584	583	1661	914	664	620	622	464	561	1891	556	584	306	953	718	1100	1416
ENSG00000025708	482	1907	393	488	429	1476	779	275	514	1256	554	762	5967	750	415	244	443	1099	328	1510
ENSG00000025770	1301	1653	1167	1121	1198	2717	1658	1140	723	1046	1430	638	3207	1112	1118	655	1646	1262	1146	2884
ENSG00000025772	2609	2245	1332	1419	1686	3956	2152	1853	1515	1118	3198	1121	4675	2239	1804	784	2534	2118	2279	2675
